mcse__0	mcse_error_up__0	mcse_error_down__0	mcse_power__0	mcse_power_up__0	mcse_power_down__0	mcs__0	mcs_error_up__0	mcs_error_down__0	mcse__1	mcse_error_up__1	mcse_error_down__1	mcse_power__1	mcse_power_up__1	mcse_power_down__1	mcs__1	mcs_error_up__1	mcs_error_down__1	mcse__2	mcse_error_up__2	mcse_error_down__2	mcse_power__2	mcse_power_up__2	mcse_power_down__2	mcs__2	mcs_error_up__2	mcs_error_down__2	mcse__3	mcse_error_up__3	mcse_error_down__3	mcse_power__3	mcse_power_up__3	mcse_power_down__3	mcs__3	mcs_error_up__3	mcs_error_down__3	mcse__4	mcse_error_up__4	mcse_error_down__4	mcse_power__4	mcse_power_up__4	mcse_power_down__4	mcs__4	mcs_error_up__4	mcs_error_down__4	mcse__5	mcse_error_up__5	mcse_error_down__5	mcse_power__5	mcse_power_up__5	mcse_power_down__5	mcs__5	mcs_error_up__5	mcs_error_down__5	mcse__6	mcse_error_up__6	mcse_error_down__6	mcse_power__6	mcse_power_up__6	mcse_power_down__6	mcs__6	mcs_error_up__6	mcs_error_down__6	mcse__7	mcse_error_up__7	mcse_error_down__7	mcse_power__7	mcse_power_up__7	mcse_power_down__7	mcs__7	mcs_error_up__7	mcs_error_down__7	mcse__8	mcse_error_up__8	mcse_error_down__8	mcse_power__8	mcse_power_up__8	mcse_power_down__8	mcs__8	mcs_error_up__8	mcs_error_down__8	mcse__9	mcse_error_up__9	mcse_error_down__9	mcse_power__9	mcse_power_up__9	mcse_power_down__9	mcs__9	mcs_error_up__9	mcs_error_down__9	bootstrap	backend	dataset	estimator	estimand
4.852030263919617	4.1588830833596715	5.545177444479562	0.4499948974385141	0.449994897438514	0.4499948974385141	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	0.4499911878745153	0.44999118787451525	0.4499911878745153	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	0.4499951545692412	0.4499951545692411	0.4499951545692412	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	nan	nan	nan	2.772588722239781	5.545177444479562	3.4657359027997265	4.852030263919617	4.1588830833596715	5.545177444479562	0.4499898146261968	0.4499898146261968	0.4499898146261968	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	0.4499943939903577	0.4499943939903576	0.4499943939903577	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	nan	nan	nan	2.772588722239781	5.545177444479562	3.4657359027997265	4.852030263919617	4.1588830833596715	5.545177444479562	0.9500437785776827	0.4499951357135907	0.44999513571359084	4.1588830833596715	3.4657359027997265	4.852030263919617	4.852030263919617	4.1588830833596715	5.545177444479562	nan	nan	nan	2.772588722239781	5.545177444479562	3.4657359027997265	4.852030263919617	4.1588830833596715	5.545177444479562	0.4499900872323553	0.700039651070579	0.700039651070579	4.852030263919617	4.1588830833596715	5.545177444479562	1		MNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
