mcse	mcse_error_up	mcse_error_down	mcse_power	mcse_power_up	mcse_power_down	mcs	mcs_error_up	mcs_error_down	bootstrap	backend	dataset	estimator	estimand
4.852030263919617	4.1588830833596715	5.545177444479562	0.5510000000000002	0.5033888888888889	0.5923333333333333	6.238324625039508	5.545177444479562	6.931471805599453	1		MNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.852030263919617	4.1588830833596715	5.545177444479562	0.5929444444444446	0.5790555555555555	0.6438888888888887	6.238324625039508	5.545177444479562	6.931471805599453	1		FMNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.852030263919617	4.1588830833596715	5.545177444479562	0.5633333333333335	0.49999999999999994	0.5300555555555554	7.6246189861593985	6.931471805599453	8.317766166719343	1		KMNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.852030263919617	4.1588830833596715	5.545177444479562	0.668425925925926	0.56925	0.6453981481481481	5.545177444479562	4.852030263919617	6.238324625039508	1		QMNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.852030263919617	4.1588830833596715	5.545177444479562	0.6223888888888891	0.49999999999999994	0.6141666666666666	5.545177444479562	4.852030263919617	6.238324625039508	1		EMNIST	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
6.931471805599453	6.238324625039508	7.6246189861593985	0.5337777777777778	0.508888888888889	0.5115000000000001	6.238324625039508	5.545177444479562	6.931471805599453	1		CIFAR10	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.1588830833596715	3.4657359027997265	4.852030263919617	0.5252083333333332	0.4999999999999999	0.5229166666666669	6.931471805599453	6.238324625039508	7.6246189861593985	1		STL10	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
4.852030263919617	4.1588830833596715	5.545177444479562	0.5003333333333335	0.49833333333333324	0.5006111111111111	4.1588830833596715	3.4657359027997265	4.852030263919617	1		FAKE	<class 'cnnMCSE.models.A3'>	<class 'cnnMCSE.models.FCN'>
